awardYear,dateAwarded,prizeAmount,prizeAmountAdjusted,category.en,categoryFullName.en,winner_id,winner_link,id,given_name,family_name,full_name,gender,birth_date,birth_place_city,birth_place_country,city_now,country_now,continent
1981,1981-10-19,1000000,3318750,Physics,The Nobel Prize in Physics,118,https://api.nobelprize.org/2/laureate/118,118,Nicolaas,Bloembergen,Nicolaas Bloembergen,male,1920-03-11,Dordrecht,the Netherlands,Dordrecht,the Netherlands,Europe
1981,1981-10-19,1000000,3318750,Physics,The Nobel Prize in Physics,119,https://api.nobelprize.org/2/laureate/119,119,Arthur L.,Schawlow,Arthur Leonard Schawlow,male,1921-05-05,"Mount Vernon, NY",USA,"Mount Vernon, NY",USA,North America
1981,1981-10-19,1000000,3318750,Physics,The Nobel Prize in Physics,120,https://api.nobelprize.org/2/laureate/120,120,Kai M.,Siegbahn,Kai M. Siegbahn,male,1918-04-20,Lund,Sweden,Lund,Sweden,Europe
1981,1981-10-09,1000000,3318750,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,422,https://api.nobelprize.org/2/laureate/422,422,Roger W.,Sperry,Roger W. Sperry,male,1913-08-20,"Hartford, CT",USA,"Hartford, CT",USA,North America
1981,1981-10-09,1000000,3318750,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,423,https://api.nobelprize.org/2/laureate/423,423,David H.,Hubel,David H. Hubel,male,1926-02-27,"Windsor, ON",Canada,"Windsor, ON",Canada,North America
1981,1981-10-09,1000000,3318750,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,424,https://api.nobelprize.org/2/laureate/424,424,Torsten N.,Wiesel,Torsten N. Wiesel,male,1924-06-03,Uppsala,Sweden,Uppsala,Sweden,Europe
1982,1982-10-18,1150000,3514532,Chemistry,The Nobel Prize in Chemistry,259,https://api.nobelprize.org/2/laureate/259,259,Aaron,Klug,Aaron Klug,male,1926-08-11,Zelvas,Lithuania,Zelvas,Lithuania,Europe
1982,1982-10-20,1150000,3514532,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,696,https://api.nobelprize.org/2/laureate/696,696,George J.,Stigler,George J. Stigler,male,1911-01-17,"Renton, WA",USA,"Renton, WA",USA,North America
1982,1982-10-21,1150000,3514532,Literature,The Nobel Prize in Literature,659,https://api.nobelprize.org/2/laureate/659,659,Gabriel,García Márquez,Gabriel García Márquez,male,1927-03-06,Aracataca,Colombia,Aracataca,Colombia,South America
1982,1982-10-13,1150000,3514532,Peace,The Nobel Peace Prize,543,https://api.nobelprize.org/2/laureate/543,543,Alva,Myrdal,Alva Myrdal,female,1902-01-31,Uppsala,Sweden,Uppsala,Sweden,Europe
1982,1982-10-13,1150000,3514532,Peace,The Nobel Peace Prize,544,https://api.nobelprize.org/2/laureate/544,544,Alfonso,García Robles,Alfonso García Robles,male,1911-03-20,Zamora,Mexico,Zamora,Mexico,North America
1982,1982-10-18,1150000,3514532,Physics,The Nobel Prize in Physics,121,https://api.nobelprize.org/2/laureate/121,121,Kenneth G.,Wilson,Kenneth G. Wilson,male,1936-06-08,"Waltham, MA",USA,"Waltham, MA",USA,North America
1982,1982-10-11,1150000,3514532,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,425,https://api.nobelprize.org/2/laureate/425,425,Sune K.,Bergström,Sune K. Bergström,male,1916-01-10,Stockholm,Sweden,Stockholm,Sweden,Europe
1982,1982-10-11,1150000,3514532,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,426,https://api.nobelprize.org/2/laureate/426,426,Bengt I.,Samuelsson,Bengt I. Samuelsson,male,1934-05-21,Halmstad,Sweden,Halmstad,Sweden,Europe
1982,1982-10-11,1150000,3514532,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,427,https://api.nobelprize.org/2/laureate/427,427,John R.,Vane,John R. Vane,male,1927-03-29,Tardebigg,United Kingdom,Tardebigg,United Kingdom,Europe
1983,1983-10-19,1500000,4208719,Chemistry,The Nobel Prize in Chemistry,260,https://api.nobelprize.org/2/laureate/260,260,Henry,Taube,Henry Taube,male,1915-11-30,Neudorf,Canada,Neudorf,Canada,North America
1983,1983-10-17,1500000,4208719,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,697,https://api.nobelprize.org/2/laureate/697,697,Gerard,Debreu,Gerard Debreu,male,1921-07-04,Calais,France,Calais,France,Europe
1983,1983-10-27,1500000,4208719,Literature,The Nobel Prize in Literature,660,https://api.nobelprize.org/2/laureate/660,660,William,Golding,William Golding,male,1911-09-19,Newquay,United Kingdom,Newquay,United Kingdom,Europe
1983,1983-10-05,1500000,4208719,Peace,The Nobel Peace Prize,545,https://api.nobelprize.org/2/laureate/545,545,Lech,Wałęsa,Lech Wałęsa,male,1943-09-29,Popowo,Poland,Popowo,Poland,Europe
1983,1983-10-19,1500000,4208719,Physics,The Nobel Prize in Physics,122,https://api.nobelprize.org/2/laureate/122,122,Subrahmanyan,Chandrasekhar,Subrahmanyan Chandrasekhar,male,1910-10-19,Lahore,India,Lahore,Pakistan,Asia
1983,1983-10-19,1500000,4208719,Physics,The Nobel Prize in Physics,123,https://api.nobelprize.org/2/laureate/123,123,William A.,Fowler,William Alfred Fowler,male,1911-08-09,"Pittsburgh, PA",USA,"Pittsburgh, PA",USA,North America
1983,1983-10-10,1500000,4208719,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,428,https://api.nobelprize.org/2/laureate/428,428,Barbara,McClintock,Barbara McClintock,female,1902-06-16,"Hartford, CT",USA,"Hartford, CT",USA,North America
1984,1984-10-17,1650000,4284352,Chemistry,The Nobel Prize in Chemistry,261,https://api.nobelprize.org/2/laureate/261,261,Bruce,Merrifield,Robert Bruce Merrifield,male,1921-07-15,"Fort Worth, TX",USA,"Fort Worth, TX",USA,North America
1984,1984-10-18,1650000,4284352,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,698,https://api.nobelprize.org/2/laureate/698,698,Richard,Stone,Richard Stone,male,1913-08-30,London,United Kingdom,London,United Kingdom,Europe
1984,1984-11-27,1650000,4284352,Literature,The Nobel Prize in Literature,661,https://api.nobelprize.org/2/laureate/661,661,Jaroslav,Seifert,Jaroslav Seifert,male,1901-09-23,Prague,Austria-Hungary,Prague,Czech Republic,Europe
1984,1984-10-05,1650000,4284352,Peace,The Nobel Peace Prize,546,https://api.nobelprize.org/2/laureate/546,546,Desmond,Tutu,Desmond Mpilo Tutu,male,1931-10-07,Klerksdorp,South Africa,Klerksdorp,South Africa,Africa
1984,1984-10-17,1650000,4284352,Physics,The Nobel Prize in Physics,124,https://api.nobelprize.org/2/laureate/124,124,Carlo,Rubbia,Carlo Rubbia,male,1934-03-31,Gorizia,Italy,Gorizia,Italy,Europe
1984,1984-10-17,1650000,4284352,Physics,The Nobel Prize in Physics,125,https://api.nobelprize.org/2/laureate/125,125,Simon,van der Meer,Simon van der Meer,male,1925-11-24,the Hague,the Netherlands,the Hague,the Netherlands,Europe
1984,1984-10-15,1650000,4284352,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,429,https://api.nobelprize.org/2/laureate/429,429,Niels K.,Jerne,Niels K. Jerne,male,1911-12-23,London,United Kingdom,London,United Kingdom,Europe
1984,1984-10-15,1650000,4284352,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,430,https://api.nobelprize.org/2/laureate/430,430,Georges J.F.,Köhler,Georges J.F. Köhler,male,1946-04-17,Munich,Germany,Munich,Germany,Europe
1984,1984-10-15,1650000,4284352,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,431,https://api.nobelprize.org/2/laureate/431,431,César,Milstein,César Milstein,male,1927-10-08,Bahia Blanca,Argentina,Bahia Blanca,Argentina,South America
1985,1985-10-16,1800000,4354442,Chemistry,The Nobel Prize in Chemistry,262,https://api.nobelprize.org/2/laureate/262,262,Herbert A.,Hauptman,Herbert A. Hauptman,male,1917-02-14,"New York, NY",USA,"New York, NY",USA,North America
1985,1985-10-16,1800000,4354442,Chemistry,The Nobel Prize in Chemistry,263,https://api.nobelprize.org/2/laureate/263,263,Jerome,Karle,Jerome Karle,male,1918-06-18,"New York, NY",USA,"New York, NY",USA,North America
1985,1985-10-15,1800000,4354442,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,699,https://api.nobelprize.org/2/laureate/699,699,Franco,Modigliani,Franco Modigliani,male,1918-06-18,Rome,Italy,Rome,Italy,Europe
1985,1985-11-27,1800000,4354442,Literature,The Nobel Prize in Literature,662,https://api.nobelprize.org/2/laureate/662,662,Claude,Simon,Claude Simon,male,1913-10-10,Tananarive,Madagascar,Antananarivo,Madagascar,Africa
1985,1985-10-05,1800000,4354442,Peace,The Nobel Peace Prize,547,https://api.nobelprize.org/2/laureate/547,547,International Physicians for the Prevention of Nuclear War,International Physicians for the Prevention of Nuclear War,International Physicians for the Prevention of Nuclear War,,,,,,,
1985,1985-10-16,1800000,4354442,Physics,The Nobel Prize in Physics,126,https://api.nobelprize.org/2/laureate/126,126,Klaus,von Klitzing,Klaus von Klitzing,male,1943-06-28,Schroda,German-occupied Poland,Schroda,Poland,Europe
1985,1985-10-14,1800000,4354442,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,432,https://api.nobelprize.org/2/laureate/432,432,Michael S.,Brown,Michael S. Brown,male,1941-04-13,"New York, NY",USA,"New York, NY",USA,North America
1985,1985-10-14,1800000,4354442,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,433,https://api.nobelprize.org/2/laureate/433,433,Joseph L.,Goldstein,Joseph L. Goldstein,male,1940-04-18,"Sumter, SC",USA,"Sumter, SC",USA,North America
1986,1986-10-15,2000000,4642623,Chemistry,The Nobel Prize in Chemistry,264,https://api.nobelprize.org/2/laureate/264,264,Dudley R.,Herschbach,Dudley R. Herschbach,male,1932-06-18,"San José, CA",USA,"San José, CA",USA,North America
1986,1986-10-15,2000000,4642623,Chemistry,The Nobel Prize in Chemistry,265,https://api.nobelprize.org/2/laureate/265,265,Yuan T.,Lee,Yuan T. Lee,male,1936-11-19,Hsinchu,Taiwan,Hsinchu,Taiwan,Asia
1986,1986-10-15,2000000,4642623,Chemistry,The Nobel Prize in Chemistry,266,https://api.nobelprize.org/2/laureate/266,266,John C.,Polanyi,John C. Polanyi,male,1929-01-23,Berlin,Germany,Berlin,Germany,Europe
1986,1986-10-16,2000000,4642623,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,700,https://api.nobelprize.org/2/laureate/700,700,James M.,Buchanan Jr.,James M. Buchanan Jr.,male,1919-10-03,"Murfreesboro, TN",USA,"Murfreesboro, TN",USA,North America
1986,1986-10-16,2000000,4642623,Literature,The Nobel Prize in Literature,663,https://api.nobelprize.org/2/laureate/663,663,Wole,Soyinka,Wole Soyinka,male,1934-07-13,Abeokuta,Nigeria,Abeokuta,Nigeria,Africa
1986,1986-10-14,2000000,4642623,Peace,The Nobel Peace Prize,548,https://api.nobelprize.org/2/laureate/548,548,Elie,Wiesel,Elie Wiesel,male,1928-09-30,Sighet,Romania,Sighet,Romania,Europe
1986,1986-10-15,2000000,4642623,Physics,The Nobel Prize in Physics,127,https://api.nobelprize.org/2/laureate/127,127,Ernst,Ruska,Ernst Ruska,male,1906-12-25,Heidelberg,Germany,Heidelberg,Germany,Europe
1986,1986-10-15,2000000,4642623,Physics,The Nobel Prize in Physics,128,https://api.nobelprize.org/2/laureate/128,128,Gerd,Binnig,Gerd Binnig,male,1947-07-20,Frankfurt-on-the-Main,West Germany,Frankfurt-on-the-Main,Germany,Europe
1986,1986-10-15,2000000,4642623,Physics,The Nobel Prize in Physics,129,https://api.nobelprize.org/2/laureate/129,129,Heinrich,Rohrer,Heinrich Rohrer,male,1933-06-06,Buchs,Switzerland,Buchs,Switzerland,Europe
1986,1986-10-13,2000000,4642623,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,434,https://api.nobelprize.org/2/laureate/434,434,Stanley,Cohen,Stanley Cohen,male,1922-11-17,"Brooklyn, NY",USA,"Brooklyn, NY",USA,North America
1986,1986-10-13,2000000,4642623,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,435,https://api.nobelprize.org/2/laureate/435,435,Rita,Levi-Montalcini,Rita Levi-Montalcini,female,1909-04-22,Turin,Italy,Turin,Italy,Europe
1987,1987-10-14,2175000,4842453,Chemistry,The Nobel Prize in Chemistry,267,https://api.nobelprize.org/2/laureate/267,267,Donald J.,Cram,Donald J. Cram,male,1919-04-22,"Chester, VT",USA,"Chester, VT",USA,North America
1987,1987-10-14,2175000,4842453,Chemistry,The Nobel Prize in Chemistry,268,https://api.nobelprize.org/2/laureate/268,268,Jean-Marie,Lehn,Jean-Marie Lehn,male,1939-09-30,Rosheim,France,Rosheim,France,Europe
1987,1987-10-14,2175000,4842453,Chemistry,The Nobel Prize in Chemistry,269,https://api.nobelprize.org/2/laureate/269,269,Charles J.,Pedersen,Charles J. Pedersen,male,1904-10-03,Pusan,Korea,Pusan,South Korea,Asia
1987,1987-10-21,2175000,4842453,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,701,https://api.nobelprize.org/2/laureate/701,701,Robert M.,Solow,Robert M. Solow,male,1924-08-23,"Brooklyn, NY",USA,"Brooklyn, NY",USA,North America
1987,1987-10-22,2175000,4842453,Literature,The Nobel Prize in Literature,664,https://api.nobelprize.org/2/laureate/664,664,Joseph,Brodsky,Joseph Brodsky,male,1940-05-24,Leningrad,USSR,St. Petersburg,Russia,Europe
1987,1987-10-13,2175000,4842453,Peace,The Nobel Peace Prize,549,https://api.nobelprize.org/2/laureate/549,549,Oscar,Arias Sánchez,Oscar Arias Sánchez,male,1940-09-13,Heredia,Costa Rica,Heredia,Costa Rica,North America
1987,1987-10-14,2175000,4842453,Physics,The Nobel Prize in Physics,130,https://api.nobelprize.org/2/laureate/130,130,J. Georg,Bednorz,J. Georg Bednorz,male,1950-05-16,Neuenkirchen,West Germany,Neuenkirchen,Germany,Europe
1987,1987-10-14,2175000,4842453,Physics,The Nobel Prize in Physics,131,https://api.nobelprize.org/2/laureate/131,131,K. Alex,Müller,K. Alexander Müller,male,1927-04-20,Basel,Switzerland,Basel,Switzerland,Europe
1987,1987-10-12,2175000,4842453,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,436,https://api.nobelprize.org/2/laureate/436,436,Susumu,Tonegawa,Susumu Tonegawa,male,1939-09-05,Nagoya,Japan,Nagoya,Japan,Asia
1988,1988-10-19,2500000,5262636,Chemistry,The Nobel Prize in Chemistry,270,https://api.nobelprize.org/2/laureate/270,270,Johann,Deisenhofer,Johann Deisenhofer,male,1943-09-30,Zusamaltheim,Germany,Zusamaltheim,Germany,Europe
1988,1988-10-19,2500000,5262636,Chemistry,The Nobel Prize in Chemistry,271,https://api.nobelprize.org/2/laureate/271,271,Robert,Huber,Robert Huber,male,1937-02-20,Munich,Germany,Munich,Germany,Europe
1988,1988-10-19,2500000,5262636,Chemistry,The Nobel Prize in Chemistry,272,https://api.nobelprize.org/2/laureate/272,272,Hartmut,Michel,Hartmut Michel,male,1948-07-18,Ludwigsburg,West Germany,Ludwigsburg,Germany,Europe
1988,1988-10-18,2500000,5262636,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,702,https://api.nobelprize.org/2/laureate/702,702,Maurice,Allais,Maurice Allais,male,1911-05-31,Paris,France,Paris,France,Europe
1988,1988-10-13,2500000,5262636,Literature,The Nobel Prize in Literature,665,https://api.nobelprize.org/2/laureate/665,665,Naguib,Mahfouz,Naguib Mahfouz,male,1911-12-11,Cairo,Egypt,Cairo,Egypt,Africa
1988,1988-09-29,2500000,5262636,Peace,The Nobel Peace Prize,550,https://api.nobelprize.org/2/laureate/550,550,United Nations Peacekeeping Forces,United Nations Peacekeeping Forces,United Nations Peacekeeping Forces,,,,,,,
1988,1988-10-19,2500000,5262636,Physics,The Nobel Prize in Physics,132,https://api.nobelprize.org/2/laureate/132,132,Leon M.,Lederman,Leon M. Lederman,male,1922-07-15,"New York, NY",USA,"New York, NY",USA,North America
1988,1988-10-19,2500000,5262636,Physics,The Nobel Prize in Physics,133,https://api.nobelprize.org/2/laureate/133,133,Melvin,Schwartz,Melvin Schwartz,male,1932-11-02,"New York, NY",USA,"New York, NY",USA,North America
1988,1988-10-19,2500000,5262636,Physics,The Nobel Prize in Physics,134,https://api.nobelprize.org/2/laureate/134,134,Jack,Steinberger,Jack Steinberger,male,1921-05-25,Bad Kissingen,Germany,Bad Kissingen,Germany,Europe
1988,1988-10-17,2500000,5262636,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,437,https://api.nobelprize.org/2/laureate/437,437,Sir James W.,Black,Sir James W. Black,male,1924-06-14,Uddingston,Scotland,Uddingston,Scotland,Europe
1988,1988-10-17,2500000,5262636,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,438,https://api.nobelprize.org/2/laureate/438,438,Gertrude B.,Elion,Gertrude B. Elion,female,1918-01-23,"New York, NY",USA,"New York, NY",USA,North America
1988,1988-10-17,2500000,5262636,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,439,https://api.nobelprize.org/2/laureate/439,439,George H.,Hitchings,George H. Hitchings,male,1905-04-18,"Hoquiam, WA",USA,"Hoquiam, WA",USA,North America
1989,1989-10-12,3000000,5938490,Chemistry,The Nobel Prize in Chemistry,273,https://api.nobelprize.org/2/laureate/273,273,Sidney,Altman,Sidney Altman,male,1939-05-07,Montreal,Canada,Montreal,Canada,North America
1989,1989-10-12,3000000,5938490,Chemistry,The Nobel Prize in Chemistry,274,https://api.nobelprize.org/2/laureate/274,274,Thomas R.,Cech,Thomas R. Cech,male,1947-12-08,"Chicago, IL",USA,"Chicago, IL",USA,North America
1989,1989-10-11,3000000,5938490,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,703,https://api.nobelprize.org/2/laureate/703,703,Trygve,Haavelmo,Trygve Haavelmo,male,1911-12-13,Skedsmo,Norway,Skedsmo,Norway,Europe
1989,1989-10-09,3000000,5938490,Literature,The Nobel Prize in Literature,666,https://api.nobelprize.org/2/laureate/666,666,Camilo José,Cela,Camilo José Cela,male,1916-05-11,Iria Flavia,Spain,Iria Flavia,Spain,Europe
1989,1989-10-05,3000000,5938490,Peace,The Nobel Peace Prize,551,https://api.nobelprize.org/2/laureate/551,551,Lhamo,Thondup,The 14th Dalai Lama (Tenzin Gyatso),male,1935-07-06,Taktser,Tibet,Taktser,China,Asia
1989,1989-10-12,3000000,5938490,Physics,The Nobel Prize in Physics,135,https://api.nobelprize.org/2/laureate/135,135,Norman F.,Ramsey,Norman F. Ramsey,male,1915-08-27,"Washington, D.C.",USA,"Washington, D.C.",USA,North America
1989,1989-10-12,3000000,5938490,Physics,The Nobel Prize in Physics,136,https://api.nobelprize.org/2/laureate/136,136,Hans G.,Dehmelt,Hans G. Dehmelt,male,1922-09-09,Görlitz,Prussia,Görlitz,Germany,Europe
1989,1989-10-12,3000000,5938490,Physics,The Nobel Prize in Physics,137,https://api.nobelprize.org/2/laureate/137,137,Wolfgang,Paul,Wolfgang Paul,male,1913-08-10,Lorenzkirch,Germany,Lorenzkirch,Germany,Europe
1989,1989-10-09,3000000,5938490,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,440,https://api.nobelprize.org/2/laureate/440,440,J. Michael,Bishop,J. Michael Bishop,male,1936-02-22,"York, PA",USA,"York, PA",USA,North America
1989,1989-10-09,3000000,5938490,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,441,https://api.nobelprize.org/2/laureate/441,441,Harold E.,Varmus,Harold E. Varmus,male,1939-12-18,"Oceanside, NY",USA,"Oceanside, NY",USA,North America
1990,1990-10-17,4000000,7169620,Chemistry,The Nobel Prize in Chemistry,275,https://api.nobelprize.org/2/laureate/275,275,Elias James,Corey,Elias James Corey,male,1928-07-12,"Methuen, MA",USA,"Methuen, MA",USA,North America
1990,1990-10-16,4000000,7169620,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,704,https://api.nobelprize.org/2/laureate/704,704,Harry M.,Markowitz,Harry M. Markowitz,male,1927-08-24,"Chicago, IL",USA,"Chicago, IL",USA,North America
1990,1990-10-16,4000000,7169620,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,705,https://api.nobelprize.org/2/laureate/705,705,Merton H.,Miller,Merton H. Miller,male,1923-05-16,"Boston, MA",USA,"Boston, MA",USA,North America
1990,1990-10-16,4000000,7169620,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,706,https://api.nobelprize.org/2/laureate/706,706,William F.,Sharpe,William F. Sharpe,male,1934-06-16,"Boston, MA",USA,"Boston, MA",USA,North America
1990,1990-10-11,4000000,7169620,Literature,The Nobel Prize in Literature,667,https://api.nobelprize.org/2/laureate/667,667,Octavio,Paz,Octavio Paz,male,1914-03-31,Mexico City,Mexico,Mexico City,Mexico,North America
1990,1990-10-15,4000000,7169620,Peace,The Nobel Peace Prize,552,https://api.nobelprize.org/2/laureate/552,552,Mikhail,Gorbachev,Mikhail Sergeyevich Gorbachev,male,1931-03-02,Privolnoye,USSR,Privolnoye,Russia,Europe
1990,1990-10-17,4000000,7169620,Physics,The Nobel Prize in Physics,138,https://api.nobelprize.org/2/laureate/138,138,Jerome I.,Friedman,Jerome I. Friedman,male,1930-03-28,"Chicago, IL",USA,"Chicago, IL",USA,North America
1990,1990-10-17,4000000,7169620,Physics,The Nobel Prize in Physics,139,https://api.nobelprize.org/2/laureate/139,139,Henry W.,Kendall,Henry W. Kendall,male,1926-12-09,"Boston, MA",USA,"Boston, MA",USA,North America
1990,1990-10-17,4000000,7169620,Physics,The Nobel Prize in Physics,140,https://api.nobelprize.org/2/laureate/140,140,Richard E.,Taylor,Richard E. Taylor,male,1929-11-02,"Medicine Hat, Alberta",Canada,"Medicine Hat, Alberta",Canada,North America
1990,1990-10-08,4000000,7169620,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,442,https://api.nobelprize.org/2/laureate/442,442,Joseph E.,Murray,Joseph E. Murray,male,1919-04-01,"Milford, MA",USA,"Milford, MA",USA,North America
1990,1990-10-08,4000000,7169620,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,443,https://api.nobelprize.org/2/laureate/443,443,E. Donnall,Thomas,E. Donnall Thomas,male,1920-03-15,"Mart, TX",USA,"Mart, TX",USA,North America
1991,1991-10-16,6000000,9825752,Chemistry,The Nobel Prize in Chemistry,276,https://api.nobelprize.org/2/laureate/276,276,Richard R.,Ernst,Richard R. Ernst,male,1933-08-14,Winterthur,Switzerland,Winterthur,Switzerland,Europe
1991,1991-10-15,6000000,9825752,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,707,https://api.nobelprize.org/2/laureate/707,707,Ronald H.,Coase,Ronald H. Coase,male,1910-12-29,Willesden,United Kingdom,Willesden,United Kingdom,Europe
1991,1991-10-03,6000000,9825752,Literature,The Nobel Prize in Literature,668,https://api.nobelprize.org/2/laureate/668,668,Nadine,Gordimer,Nadine Gordimer,female,1923-11-20,Springs,South Africa,Springs,South Africa,Africa
1991,1991-10-14,6000000,9825752,Peace,The Nobel Peace Prize,553,https://api.nobelprize.org/2/laureate/553,553,Aung San Suu Kyi,{},Aung San Suu Kyi,female,1945-06-19,Rangoon,Burma,Yangon,Myanmar,Asia
1991,1991-10-16,6000000,9825752,Physics,The Nobel Prize in Physics,141,https://api.nobelprize.org/2/laureate/141,141,Pierre-Gilles,de Gennes,Pierre-Gilles de Gennes,male,1932-10-24,Paris,France,Paris,France,Europe
1991,1991-10-07,6000000,9825752,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,444,https://api.nobelprize.org/2/laureate/444,444,Erwin,Neher,Erwin Neher,male,1944-03-20,Landsberg,Germany,Landsberg,Germany,Europe
1991,1991-10-07,6000000,9825752,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,445,https://api.nobelprize.org/2/laureate/445,445,Bert,Sakmann,Bert Sakmann,male,1942-06-12,Stuttgart,Germany,Stuttgart,Germany,Europe
1992,1992-10-14,6500000,10403919,Chemistry,The Nobel Prize in Chemistry,277,https://api.nobelprize.org/2/laureate/277,277,Rudolph A.,Marcus,Rudolph A. Marcus,male,1923-07-21,Montreal,Canada,Montreal,Canada,North America
1992,1992-10-13,6500000,10403919,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,708,https://api.nobelprize.org/2/laureate/708,708,Gary,Becker,Gary S. Becker,male,1930-12-02,"Pottsville, PA",USA,"Pottsville, PA",USA,North America
1992,1992-10-08,6500000,10403919,Literature,The Nobel Prize in Literature,669,https://api.nobelprize.org/2/laureate/669,669,Derek,Walcott,Derek Walcott,male,1930-01-23,Castries,Saint Lucia,Castries,Saint Lucia,North America
1992,1992-10-16,6500000,10403919,Peace,The Nobel Peace Prize,554,https://api.nobelprize.org/2/laureate/554,554,Rigoberta,Menchú Tum,Rigoberta Menchú Tum,female,1959-01-09,Aldea Chimel,Guatemala,Aldea Chimel,Guatemala,North America
1992,1992-10-14,6500000,10403919,Physics,The Nobel Prize in Physics,142,https://api.nobelprize.org/2/laureate/142,142,Georges,Charpak,Georges Charpak,male,1924-08-01,Dabrovica,Poland,Dabrovica,Poland,Europe
1992,1992-10-12,6500000,10403919,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,446,https://api.nobelprize.org/2/laureate/446,446,Edmond H.,Fischer,Edmond H. Fischer,male,1920-04-06,Shanghai,China,Shanghai,China,Asia
1992,1992-10-12,6500000,10403919,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,447,https://api.nobelprize.org/2/laureate/447,447,Edwin G.,Krebs,Edwin G. Krebs,male,1918-06-06,"Lansing, IA",USA,"Lansing, IA",USA,North America
1993,1993-10-13,6700000,10245356,Chemistry,The Nobel Prize in Chemistry,278,https://api.nobelprize.org/2/laureate/278,278,Kary B.,Mullis,Kary B. Mullis,male,1944-12-28,"Lenoir, NC",USA,"Lenoir, NC",USA,North America
1993,1993-10-13,6700000,10245356,Chemistry,The Nobel Prize in Chemistry,279,https://api.nobelprize.org/2/laureate/279,279,Michael,Smith,Michael Smith,male,1932-04-26,Blackpool,United Kingdom,Blackpool,United Kingdom,Europe
1993,1993-10-12,6700000,10245356,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,709,https://api.nobelprize.org/2/laureate/709,709,Robert W.,Fogel,Robert W. Fogel,male,1927-07-01,"New York, NY",USA,"New York, NY",USA,North America
1993,1993-10-12,6700000,10245356,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,710,https://api.nobelprize.org/2/laureate/710,710,Douglass C.,North,Douglass C. North,male,1920-11-05,"Cambridge, MA",USA,"Cambridge, MA",USA,North America
1993,1993-10-07,6700000,10245356,Literature,The Nobel Prize in Literature,670,https://api.nobelprize.org/2/laureate/670,670,Toni,Morrison,Toni Morrison,female,1931-02-18,"Lorain, OH",USA,"Lorain, OH",USA,North America
1993,1993-10-15,6700000,10245356,Peace,The Nobel Peace Prize,555,https://api.nobelprize.org/2/laureate/555,555,Nelson,Mandela,Nelson Rolihlahla Mandela,male,1918-07-18,Mvezo,South Africa,Mvezo,South Africa,Africa
1993,1993-10-15,6700000,10245356,Peace,The Nobel Peace Prize,556,https://api.nobelprize.org/2/laureate/556,556,F.W.,de Klerk,Frederik Willem de Klerk,male,1936-03-18,Johannesburg,South Africa,Johannesburg,South Africa,Africa
